index,fullpathname,classname,library,label,layer_number
193,new_version\k9mail\src\main\java\com\fsck\k9\K9.Intents.java,Intents,k9mail,Information Holder,3.2.1.
194,new_version\k9mail\src\main\java\com\fsck\k9\K9.LockScreenNotificationVisibility.java,LockScreenNotificationVisibility,k9mail,Information Holder,3.4.
195,new_version\k9mail\src\main\java\com\fsck\k9\K9.NotificationHideSubject.java,NotificationHideSubject,k9mail,Information Holder,3.4.
196,new_version\k9mail\src\main\java\com\fsck\k9\K9.NotificationQuickDelete.java,NotificationQuickDelete,k9mail,Information Holder,3.4.
197,new_version\k9mail\src\main\java\com\fsck\k9\K9.SplitViewMode.java,SplitViewMode,k9mail,Information Holder,3.4.
198,new_version\k9mail\src\main\java\com\fsck\k9\K9.Theme.java,Theme,k9mail,Information Holder,3.4.
199,new_version\k9mail\src\main\java\com\fsck\k9\K9.java,K9,k9mail,Controller,3.1.
200,new_version\k9mail\src\main\java\com\fsck\k9\NotificationSetting.java,NotificationSetting,k9mail,Information Holder,3.3.
201,new_version\k9mail\src\main\java\com\fsck\k9\PRNGFixes.LinuxPRNGSecureRandom.java,LinuxPRNGSecureRandom,k9mail,Service Provider,3.3.
202,new_version\k9mail\src\main\java\com\fsck\k9\PRNGFixes.LinuxPRNGSecureRandomProvider.java,LinuxPRNGSecureRandomProvider,k9mail,Service Provider,3.3.
203,new_version\k9mail\src\main\java\com\fsck\k9\PRNGFixes.java,PRNGFixes,k9mail,Service Provider,3.3.
204,new_version\k9mail\src\main\java\com\fsck\k9\Preferences.java,Preferences,k9mail,Structurer,3.4.
205,new_version\k9mail\src\main\java\com\fsck\k9\Throttle.MyTimerTask.java,MyTimerTask,k9mail,Coordinator,3.3.
206,new_version\k9mail\src\main\java\com\fsck\k9\Throttle.java,Throttle,k9mail,Controller,3.4.
207,new_version\k9mail\src\main\java\com\fsck\k9\widget\list\MessageListRemoteViewFactory.MailItem.java,MailItem,k9mail,Information Holder,1.2.
208,new_version\k9mail\src\main\java\com\fsck\k9\widget\list\MessageListRemoteViewFactory.java,MessageListRemoteViewFactory,k9mail,Interfacer,1.2.
209,new_version\k9mail\src\main\java\com\fsck\k9\widget\list\MessageListWidgetProvider.java,MessageListWidgetProvider,k9mail,Controller,1.2.
210,new_version\k9mail\src\main\java\com\fsck\k9\widget\list\MessageListWidgetService.java,MessageListWidgetService,k9mail,Service Provider,1.2.
211,new_version\k9mail\src\main\java\com\fsck\k9\view\ClientCertificateSpinner.OnClientCertificateChangedListener.java,OnClientCertificateChangedListener,k9mail,Service Provider,1.2.
212,new_version\k9mail\src\main\java\com\fsck\k9\view\ClientCertificateSpinner.java,ClientCertificateSpinner,k9mail,Interfacer,1.2.
213,new_version\k9mail\src\main\java\com\fsck\k9\view\ColorChip.java,ColorChip,k9mail,Coordinator,1.2.
214,new_version\k9mail\src\main\java\com\fsck\k9\view\CryptoModeSelector.CryptoModeSelectorState.java,CryptoModeSelectorState,k9mail,Information Holder,1.2.
215,new_version\k9mail\src\main\java\com\fsck\k9\view\CryptoModeSelector.CryptoStatusSelectedListener.java,CryptoStatusSelectedListener,k9mail,Service Provider,1.2.
216,new_version\k9mail\src\main\java\com\fsck\k9\view\CryptoModeSelector.java,CryptoModeSelector,k9mail,Information Holder,1.2.
217,new_version\k9mail\src\main\java\com\fsck\k9\view\FoldableLinearLayout.SavedState.java,SavedState,k9mail,Coordinator,1.2.
218,new_version\k9mail\src\main\java\com\fsck\k9\view\FoldableLinearLayout.java,FoldableLinearLayout,k9mail,Interfacer,1.2.
219,new_version\k9mail\src\main\java\com\fsck\k9\view\HighlightDialogFragment.java,HighlightDialogFragment,k9mail,Service Provider,1.2.
220,new_version\k9mail\src\main\java\com\fsck\k9\view\K9WebViewClient.LollipopWebViewClient.java,LollipopWebViewClient,k9mail,Interfacer,1.2.
221,new_version\k9mail\src\main\java\com\fsck\k9\view\K9WebViewClient.PreLollipopWebViewClient.java,PreLollipopWebViewClient,k9mail,Interfacer,1.2.
222,new_version\k9mail\src\main\java\com\fsck\k9\view\K9WebViewClient.java,K9WebViewClient,k9mail,Interfacer,1.2.
223,new_version\k9mail\src\main\java\com\fsck\k9\view\LinearViewAnimator.java,LinearViewAnimator,k9mail,Service Provider,1.2.
224,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageCryptoDisplayStatus.java,MessageCryptoDisplayStatus,k9mail,Information Holder,1.2.
225,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageCryptoStatusView.java,MessageCryptoStatusView,k9mail,Interfacer,1.2.
226,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageHeader.HeaderEntry.java,HeaderEntry,k9mail,Information Holder,1.2.
227,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageHeader.OnLayoutChangedListener.java,OnLayoutChangedListener,k9mail,Service Provider,1.2.
228,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageHeader.SavedState.java,SavedState,k9mail,Information Holder,1.2.
229,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageHeader.java,MessageHeader,k9mail,Interfacer,1.2.
230,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageTitleView.java,MessageTitleView,k9mail,Interfacer,1.2.
231,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageWebView.OnPageFinishedListener.java,OnPageFinishedListener,k9mail,Service Provider,1.2.
232,new_version\k9mail\src\main\java\com\fsck\k9\view\MessageWebView.java,MessageWebView,k9mail,Coordinator,1.2.
233,new_version\k9mail\src\main\java\com\fsck\k9\view\NonLockingScrollView.HierarchyTreeChangeListener.java,HierarchyTreeChangeListener,k9mail,Service Provider,1.2.
234,new_version\k9mail\src\main\java\com\fsck\k9\view\NonLockingScrollView.java,NonLockingScrollView,k9mail,Interfacer,1.2.
235,new_version\k9mail\src\main\java\com\fsck\k9\view\RecipientSelectView.Recipient.java,Recipient,k9mail,Information Holder,1.2.
236,new_version\k9mail\src\main\java\com\fsck\k9\view\RecipientSelectView.RecipientCryptoStatus.java,RecipientCryptoStatus,k9mail,Information Holder,1.2.
237,new_version\k9mail\src\main\java\com\fsck\k9\view\RecipientSelectView.RecipientTokenSpan.java,RecipientTokenSpan,k9mail,Information Holder,1.2.
238,new_version\k9mail\src\main\java\com\fsck\k9\view\RecipientSelectView.RecipientTokenViewHolder.java,RecipientTokenViewHolder,k9mail,Information Holder,1.2.
239,new_version\k9mail\src\main\java\com\fsck\k9\view\RecipientSelectView.TokenListener.java,TokenListener,k9mail,Service Provider,1.2.
240,new_version\k9mail\src\main\java\com\fsck\k9\view\RecipientSelectView.java,RecipientSelectView,k9mail,Interfacer,1.2.
241,new_version\k9mail\src\main\java\com\fsck\k9\view\RigidWebView.java,RigidWebView,k9mail,Information Holder,1.2.
242,new_version\k9mail\src\main\java\com\fsck\k9\view\ThemeUtils.java,ThemeUtils,k9mail,Coordinator,1.2.
243,new_version\k9mail\src\main\java\com\fsck\k9\view\ToolableViewAnimator.java,ToolableViewAnimator,k9mail,Interfacer,1.2.
244,new_version\k9mail\src\main\java\com\fsck\k9\view\ViewSwitcher.OnSwitchCompleteListener.java,OnSwitchCompleteListener,k9mail,Service Provider,1.2.
245,new_version\k9mail\src\main\java\com\fsck\k9\view\ViewSwitcher.java,ViewSwitcher,k9mail,Service Provider,1.2.
246,new_version\k9mail\src\main\java\com\fsck\k9\ui\ContactBadge.QueryHandler.java,QueryHandler,k9mail,Controller,1.2.
247,new_version\k9mail\src\main\java\com\fsck\k9\ui\ContactBadge.java,ContactBadge,k9mail,Interfacer,1.2.
248,new_version\k9mail\src\main\java\com\fsck\k9\ui\EolConvertingEditText.java,EolConvertingEditText,k9mail,Service Provider,1.2.
249,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\AttachmentController.IntentAndResolvedActivitiesCount.java,IntentAndResolvedActivitiesCount,k9mail,Information Holder,1.2.
250,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\AttachmentController.SaveAttachmentAsyncTask.java,SaveAttachmentAsyncTask,k9mail,Service Provider,1.2.
251,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\AttachmentController.ViewAttachmentAsyncTask.java,ViewAttachmentAsyncTask,k9mail,Service Provider,1.2.
252,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\AttachmentController.java,AttachmentController,k9mail,Controller,1.2.
253,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\AttachmentView.java,AttachmentView,k9mail,Coordinator,1.2.
254,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\AttachmentViewCallback.java,AttachmentViewCallback,k9mail,Service Provider,1.2.
255,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\CryptoInfoDialog.OnClickShowCryptoKeyListener.java,OnClickShowCryptoKeyListener,k9mail,Service Provider,1.2.
256,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\CryptoInfoDialog.java,CryptoInfoDialog,k9mail,Interfacer,1.2.
257,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\DownloadImageTask.java,DownloadImageTask,k9mail,Service Provider,1.2.
258,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\LockedAttachmentView.java,LockedAttachmentView,k9mail,Interfacer,1.2.
259,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageContainerView.OnRenderingFinishedListener.java,OnRenderingFinishedListener,k9mail,Service Provider,1.2.
260,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageContainerView.SavedState.java,SavedState,k9mail,Information Holder,1.2.
261,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageContainerView.java,MessageContainerView,k9mail,Interfacer,1.2.
262,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageCryptoPresenter.MessageCryptoMvpView.java,MessageCryptoMvpView,k9mail,Service Provider,1.2.
263,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageCryptoPresenter.java,MessageCryptoPresenter,k9mail,Controller,1.2.
264,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageTopView.java,MessageTopView,k9mail,Interfacer,1.2.
265,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageViewFragment.MessageViewFragmentListener.java,MessageViewFragmentListener,k9mail,Service Provider,1.2.
266,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\MessageViewFragment.java,MessageViewFragment,k9mail,Interfacer,1.2.
267,new_version\k9mail\src\main\java\com\fsck\k9\ui\messageview\OnCryptoClickListener.java,OnCryptoClickListener,k9mail,Service Provider,1.2.
268,new_version\k9mail\src\main\java\com\fsck\k9\ui\message\LocalMessageExtractorLoader.java,LocalMessageExtractorLoader,k9mail,Service Provider,1.2.
269,new_version\k9mail\src\main\java\com\fsck\k9\ui\message\LocalMessageLoader.java,LocalMessageLoader,k9mail,Service Provider,1.2.
270,new_version\k9mail\src\main\java\com\fsck\k9\ui\dialog\ApgDeprecationWarningDialog.java,ApgDeprecationWarningDialog,k9mail,Interfacer,1.2.
271,new_version\k9mail\src\main\java\com\fsck\k9\ui\crypto\MessageCryptoAnnotations.java,MessageCryptoAnnotations,k9mail,Structurer,1.2.
272,new_version\k9mail\src\main\java\com\fsck\k9\ui\crypto\MessageCryptoCallback.java,MessageCryptoCallback,k9mail,Service Provider,1.2.
273,new_version\k9mail\src\main\java\com\fsck\k9\ui\crypto\MessageCryptoHelper.CryptoPart.java,CryptoPart,k9mail,Information Holder,1.2.
274,new_version\k9mail\src\main\java\com\fsck\k9\ui\crypto\MessageCryptoHelper.CryptoPartType.java,CryptoPartType,k9mail,Information Holder,1.2.
275,new_version\k9mail\src\main\java\com\fsck\k9\ui\crypto\MessageCryptoHelper.State.java,State,k9mail,Information Holder,1.2.
276,new_version\k9mail\src\main\java\com\fsck\k9\ui\crypto\MessageCryptoHelper.java,MessageCryptoHelper,k9mail,Service Provider,1.2.
277,new_version\k9mail\src\main\java\com\fsck\k9\ui\crypto\OpenPgpApiFactory.java,OpenPgpApiFactory,k9mail,Service Provider,1.2.
278,new_version\k9mail\src\main\java\com\fsck\k9\ui\compose\QuotedMessageMvpView.java,QuotedMessageMvpView,k9mail,Interfacer,1.2.
279,new_version\k9mail\src\main\java\com\fsck\k9\ui\compose\QuotedMessagePresenter.java,QuotedMessagePresenter,k9mail,Structurer,1.2.
280,new_version\k9mail\src\main\java\com\fsck\k9\setup\ServerNameSuggester.java,ServerNameSuggester,k9mail,Service Provider,3.3.
281,new_version\k9mail\src\main\java\com\fsck\k9\service\BootReceiver.java,BootReceiver,k9mail,Service Provider,3.2.1.
282,new_version\k9mail\src\main\java\com\fsck\k9\service\CoreReceiver.java,CoreReceiver,k9mail,Service Provider,3.2.1.
283,new_version\k9mail\src\main\java\com\fsck\k9\service\CoreService.java,CoreService,k9mail,Service Provider,3.2.1.
284,new_version\k9mail\src\main\java\com\fsck\k9\service\DatabaseUpgradeService.java,DatabaseUpgradeService,k9mail,Service Provider,3.2.1.
285,new_version\k9mail\src\main\java\com\fsck\k9\service\MailService.java,MailService,k9mail,Controller,3.2.1.
286,new_version\k9mail\src\main\java\com\fsck\k9\service\PollService.Listener.java,Listener,k9mail,Service Provider,3.2.1.
287,new_version\k9mail\src\main\java\com\fsck\k9\service\PollService.java,PollService,k9mail,Service Provider,3.2.1.
288,new_version\k9mail\src\main\java\com\fsck\k9\service\PushService.java,PushService,k9mail,Service Provider,3.2.1.
289,new_version\k9mail\src\main\java\com\fsck\k9\service\RemoteControlReceiver.java,RemoteControlReceiver,k9mail,Service Provider,3.2.1.
290,new_version\k9mail\src\main\java\com\fsck\k9\service\RemoteControlService.java,RemoteControlService,k9mail,Controller,3.2.1.
291,new_version\k9mail\src\main\java\com\fsck\k9\service\ShutdownReceiver.java,ShutdownReceiver,k9mail,Service Provider,3.2.1.
292,new_version\k9mail\src\main\java\com\fsck\k9\service\SleepService.SleepDatum.java,SleepDatum,k9mail,Information Holder,3.2.1.
293,new_version\k9mail\src\main\java\com\fsck\k9\service\SleepService.java,SleepService,k9mail,Service Provider,3.2.1.
294,new_version\k9mail\src\main\java\com\fsck\k9\service\StorageGoneReceiver.java,StorageGoneReceiver,k9mail,Service Provider,3.2.1.
295,new_version\k9mail\src\main\java\com\fsck\k9\service\StorageReceiver.java,StorageReceiver,k9mail,Service Provider,3.2.1.
296,new_version\k9mail\src\main\java\com\fsck\k9\search\ConditionsTreeNode.Operator.java,Operator,k9mail,Information Holder,3.2.1.
297,new_version\k9mail\src\main\java\com\fsck\k9\search\ConditionsTreeNode.java,ConditionsTreeNode,k9mail,Structurer,3.3.4.
298,new_version\k9mail\src\main\java\com\fsck\k9\search\LocalSearch.java,LocalSearch,k9mail,Structurer,3.3.4.
299,new_version\k9mail\src\main\java\com\fsck\k9\search\SearchAccount.java,SearchAccount,k9mail,Coordinator,3.3.4.
300,new_version\k9mail\src\main\java\com\fsck\k9\search\SearchSpecification.Attribute.java,Attribute,k9mail,Information Holder,3.4.
301,new_version\k9mail\src\main\java\com\fsck\k9\search\SearchSpecification.SearchCondition.java,SearchCondition,k9mail,Information Holder,3.4.
302,new_version\k9mail\src\main\java\com\fsck\k9\search\SearchSpecification.SearchField.java,SearchField,k9mail,Information Holder,3.4.
303,new_version\k9mail\src\main\java\com\fsck\k9\search\SearchSpecification.java,SearchSpecification,k9mail,Information Holder,3.4.
304,new_version\k9mail\src\main\java\com\fsck\k9\search\SqlQueryBuilder.java,SqlQueryBuilder,k9mail,Service Provider,3.3.4.
305,new_version\k9mail\src\main\java\com\fsck\k9\remotecontrol\AccountReceiver.java,AccountReceiver,k9mail,Service Provider,3.2.1.
306,new_version\k9mail\src\main\java\com\fsck\k9\remotecontrol\K9AccountReceptor.java,K9AccountReceptor,k9mail,Service Provider,3.2.1.
307,new_version\k9mail\src\main\java\com\fsck\k9\remotecontrol\K9RemoteControl.java,K9RemoteControl,k9mail,Information Holder,3.2.1.
308,new_version\k9mail\src\main\java\com\fsck\k9\provider\AttachmentProvider.AttachmentProviderColumns.java,AttachmentProviderColumns,k9mail,Information Holder,2.1.
309,new_version\k9mail\src\main\java\com\fsck\k9\provider\AttachmentProvider.java,AttachmentProvider,k9mail,Service Provider,2.1.
310,new_version\k9mail\src\main\java\com\fsck\k9\provider\AttachmentTempFileProvider.AttachmentTempFileProviderCleanupReceiver.java,AttachmentTempFileProviderCleanupReceiver,k9mail,Service Provider,2.1.
311,new_version\k9mail\src\main\java\com\fsck\k9\provider\AttachmentTempFileProvider.java,AttachmentTempFileProvider,k9mail,Service Provider,2.1.
312,new_version\k9mail\src\main\java\com\fsck\k9\provider\DecryptedFileProvider.DecryptedFileProviderCleanupReceiver.java,DecryptedFileProviderCleanupReceiver,k9mail,Service Provider,2.1.
313,new_version\k9mail\src\main\java\com\fsck\k9\provider\DecryptedFileProvider.java,DecryptedFileProvider,k9mail,Service Provider,2.1.
314,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.FolderColumns.java,FolderColumns,k9mail,Information Holder,2.1.
315,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.IdTrickeryCursor.java,IdTrickeryCursor,k9mail,Service Provider,2.1.
316,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.InternalMessageColumns.java,InternalMessageColumns,k9mail,Information Holder,2.1.
317,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.MessageColumns.java,MessageColumns,k9mail,Information Holder,2.1.
318,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.SpecialColumns.java,SpecialColumns,k9mail,Information Holder,2.1.
319,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.SpecialColumnsCursor.java,SpecialColumnsCursor,k9mail,Information Holder,2.1.
320,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.StatsColumns.java,StatsColumns,k9mail,Information Holder,2.1.
321,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.ThreadColumns.java,ThreadColumns,k9mail,Information Holder,2.1.
322,new_version\k9mail\src\main\java\com\fsck\k9\provider\EmailProvider.java,EmailProvider,k9mail,Service Provider,2.1.
323,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.AccountColorExtractor.java,AccountColorExtractor,k9mail,Coordinator,2.1.
324,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.AccountColumns.java,AccountColumns,k9mail,Information Holder,2.1.
325,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.AccountExtractor.java,AccountExtractor,k9mail,Coordinator,2.1.
326,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.AccountNumberExtractor.java,AccountNumberExtractor,k9mail,Coordinator,2.1.
327,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.AccountsQueryHandler.java,AccountsQueryHandler,k9mail,Service Provider,2.1.
328,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.CountExtractor.java,CountExtractor,k9mail,Information Holder,2.1.
329,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.DeleteUriExtractor.java,DeleteUriExtractor,k9mail,Coordinator,2.1.
330,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.FieldExtractor.java,FieldExtractor,k9mail,Structurer,2.1.
331,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.HasAttachmentsExtractor.java,HasAttachmentsExtractor,k9mail,Coordinator,2.1.
332,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.HasStarExtractor.java,HasStarExtractor,k9mail,Coordinator,2.1.
333,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.IdExtractor.java,IdExtractor,k9mail,Coordinator,2.1.
334,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.IncrementExtractor.java,IncrementExtractor,k9mail,Information Holder,2.1.
335,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.MessageColumns.java,MessageColumns,k9mail,Information Holder,2.1.
336,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.MessageInfoHolderRetrieverListener.java,MessageInfoHolderRetrieverListener,k9mail,Structurer,2.1.
337,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.MessagesQueryHandler.java,MessagesQueryHandler,k9mail,Structurer,2.1.
338,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.MonitoredCursor.java,MonitoredCursor,k9mail,Service Provider,2.1.
339,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.PreviewExtractor.java,PreviewExtractor,k9mail,Coordinator,2.1.
340,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.QueryHandler.java,QueryHandler,k9mail,Service Provider,2.1.
341,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.ReverseDateComparator.java,ReverseDateComparator,k9mail,Service Provider,2.1.
342,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.SendDateExtractor.java,SendDateExtractor,k9mail,Coordinator,2.1.
343,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.SenderAddressExtractor.java,SenderAddressExtractor,k9mail,Coordinator,2.1.
344,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.SenderExtractor.java,SenderExtractor,k9mail,Coordinator,2.1.
345,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.SubjectExtractor.java,SubjectExtractor,k9mail,Coordinator,2.1.
346,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.ThrottlingQueryHandler.java,ThrottlingQueryHandler,k9mail,Service Provider,2.1.
347,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.UnreadColumns.java,UnreadColumns,k9mail,Information Holder,2.1.
348,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.UnreadExtractor.java,UnreadExtractor,k9mail,Coordinator,2.1.
349,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.UnreadQueryHandler.java,UnreadQueryHandler,k9mail,Service Provider,2.1.
350,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.UriExtractor.java,UriExtractor,k9mail,Coordinator,2.1.
351,new_version\k9mail\src\main\java\com\fsck\k9\provider\MessageProvider.java,MessageProvider,k9mail,Coordinator,2.1.
352,new_version\k9mail\src\main\java\com\fsck\k9\provider\UnreadWidgetProvider.java,UnreadWidgetProvider,k9mail,Controller,2.1.
353,new_version\k9mail\src\main\java\com\fsck\k9\preferences\AccountSettings.DeletePolicySetting.java,DeletePolicySetting,k9mail,Structurer,3.4.
354,new_version\k9mail\src\main\java\com\fsck\k9\preferences\AccountSettings.IntegerResourceSetting.java,IntegerResourceSetting,k9mail,Structurer,3.4.
355,new_version\k9mail\src\main\java\com\fsck\k9\preferences\AccountSettings.RingtoneSetting.java,RingtoneSetting,k9mail,Service Provider,3.3.
356,new_version\k9mail\src\main\java\com\fsck\k9\preferences\AccountSettings.StorageProviderSetting.java,StorageProviderSetting,k9mail,Service Provider,3.3.
357,new_version\k9mail\src\main\java\com\fsck\k9\preferences\AccountSettings.StringResourceSetting.java,StringResourceSetting,k9mail,Structurer,3.4.
358,new_version\k9mail\src\main\java\com\fsck\k9\preferences\AccountSettings.java,AccountSettings,k9mail,Coordinator,3.3.
359,new_version\k9mail\src\main\java\com\fsck\k9\preferences\CheckBoxListPreference.java,CheckBoxListPreference,k9mail,Service Provider,3.4.
360,new_version\k9mail\src\main\java\com\fsck\k9\preferences\FolderSettings.java,FolderSettings,k9mail,Coordinator,3.3.
361,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.DirectorySetting.java,DirectorySetting,k9mail,Service Provider,3.3.
362,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.LanguageSetting.java,LanguageSetting,k9mail,Structurer,3.3.
363,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.SettingsUpgraderV12.java,SettingsUpgraderV12,k9mail,Service Provider,3.3.
364,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.SettingsUpgraderV24.java,SettingsUpgraderV24,k9mail,Service Provider,3.3.
365,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.SettingsUpgraderV31.java,SettingsUpgraderV31,k9mail,Service Provider,3.3.
366,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.SubThemeSetting.java,SubThemeSetting,k9mail,Service Provider,3.3.
367,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.ThemeSetting.java,ThemeSetting,k9mail,Service Provider,3.3.
368,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.TimeSetting.java,TimeSetting,k9mail,Service Provider,3.3.
369,new_version\k9mail\src\main\java\com\fsck\k9\preferences\GlobalSettings.java,GlobalSettings,k9mail,Coordinator,3.3.
370,new_version\k9mail\src\main\java\com\fsck\k9\preferences\IdentitySettings.OptionalEmailAddressSetting.java,OptionalEmailAddressSetting,k9mail,Service Provider,3.3.
371,new_version\k9mail\src\main\java\com\fsck\k9\preferences\IdentitySettings.SignatureSetting.java,SignatureSetting,k9mail,Service Provider,3.3.
372,new_version\k9mail\src\main\java\com\fsck\k9\preferences\IdentitySettings.java,IdentitySettings,k9mail,Coordinator,3.3.
373,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.BooleanSetting.java,BooleanSetting,k9mail,Service Provider,3.3.
374,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.ColorSetting.java,ColorSetting,k9mail,Service Provider,3.3.
375,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.EnumSetting.java,EnumSetting,k9mail,Service Provider,3.3.
376,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.FontSizeSetting.java,FontSizeSetting,k9mail,Structurer,3.3.
377,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.IntegerRangeSetting.java,IntegerRangeSetting,k9mail,Service Provider,3.3.
378,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.InvalidSettingValueException.java,InvalidSettingValueException,k9mail,Information Holder,3.4.
379,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.PseudoEnumSetting.java,PseudoEnumSetting,k9mail,Service Provider,3.3.
380,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.SettingsDescription.java,SettingsDescription,k9mail,Information Holder,3.4.
381,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.SettingsUpgrader.java,SettingsUpgrader,k9mail,Service Provider,3.3.
382,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.StringSetting.java,StringSetting,k9mail,Service Provider,3.3.
383,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.V.java,V,k9mail,Information Holder,3.4.
384,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.WebFontSizeSetting.java,WebFontSizeSetting,k9mail,Structurer,3.3.
385,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Settings.java,Settings,k9mail,Service Provider,3.3.
386,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsExporter.java,SettingsExporter,k9mail,Service Provider,3.3.
387,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImportExportException.java,SettingsImportExportException,k9mail,Information Holder,3.4.
388,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.AccountDescription.java,AccountDescription,k9mail,Information Holder,3.4.
389,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.AccountDescriptionPair.java,AccountDescriptionPair,k9mail,Information Holder,3.4.
390,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportContents.java,ImportContents,k9mail,Information Holder,3.4.
