index,fullpathname,classname,library,label,layer_number
593,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MLFProjectionInfo.java,MLFProjectionInfo,k9mail,Information Holder,1.2.
594,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListAdapter.java,MessageListAdapter,k9mail,Interfacer,1.2.
595,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragment.ActionModeCallback.java,ActionModeCallback,k9mail,Interfacer,1.2.
596,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragment.FolderOperation.java,FolderOperation,k9mail,Information Holder,1.2.
597,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragment.FooterViewHolder.java,FooterViewHolder,k9mail,Information Holder,1.2.
598,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragment.MessageListActivityListener.java,MessageListActivityListener,k9mail,Coordinator,1.2.
599,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragment.MessageListFragmentListener.java,MessageListFragmentListener,k9mail,Service Provider,1.2.
600,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragment.java,MessageListFragment,k9mail,Interfacer,1.2.
601,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.ArrivalComparator.java,ArrivalComparator,k9mail,Service Provider,1.2.
602,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.AttachmentComparator.java,AttachmentComparator,k9mail,Service Provider,1.2.
603,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.ComparatorChain.java,ComparatorChain,k9mail,Service Provider,1.2.
604,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.DateComparator.java,DateComparator,k9mail,Service Provider,1.2.
605,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.FlaggedComparator.java,FlaggedComparator,k9mail,Service Provider,1.2.
606,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.ReverseComparator.java,ReverseComparator,k9mail,Coordinator,1.2.
607,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.ReverseIdComparator.java,ReverseIdComparator,k9mail,Service Provider,1.2.
608,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.SenderComparator.java,SenderComparator,k9mail,Service Provider,1.2.
609,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.SubjectComparator.java,SubjectComparator,k9mail,Service Provider,1.2.
610,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.UnreadComparator.java,UnreadComparator,k9mail,Service Provider,1.2.
611,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListFragmentComparators.java,MessageListFragmentComparators,k9mail,Service Provider,1.2.
612,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageListHandler.java,MessageListHandler,k9mail,Interfacer,1.2.
613,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MessageViewHolder.java,MessageViewHolder,k9mail,Interfacer,1.2.
614,new_version\k9mail\src\main\java\com\fsck\k9\fragment\MlfUtils.java,MlfUtils,k9mail,Service Provider,1.2.
615,new_version\k9mail\src\main\java\com\fsck\k9\fragment\ProgressDialogFragment.CancelListener.java,CancelListener,k9mail,Service Provider,1.2.
616,new_version\k9mail\src\main\java\com\fsck\k9\fragment\ProgressDialogFragment.java,ProgressDialogFragment,k9mail,Interfacer,1.2.
617,new_version\k9mail\src\main\java\com\fsck\k9\crypto\MessageCryptoStructureDetector.java,MessageCryptoStructureDetector,k9mail,Service Provider,5.
618,new_version\k9mail\src\main\java\com\fsck\k9\crypto\OpenPgpApiHelper.java,OpenPgpApiHelper,k9mail,Service Provider,5.
619,new_version\k9mail\src\main\java\com\fsck\k9\controller\MemorizingMessagingListener.MemorizingState.java,MemorizingState,k9mail,Information Holder,3.1.
620,new_version\k9mail\src\main\java\com\fsck\k9\controller\MemorizingMessagingListener.Memory.java,Memory,k9mail,Information Holder,3.1.
621,new_version\k9mail\src\main\java\com\fsck\k9\controller\MemorizingMessagingListener.java,MemorizingMessagingListener,k9mail,Controller,3.1.
622,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingController.Command.java,Command,k9mail,Controller,3.1.
623,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingController.MessageActor.java,MessageActor,k9mail,Service Provider,3.1.
624,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingController.java,MessagingController,k9mail,Controller,3.1.
625,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.PendingAppend.java,PendingAppend,k9mail,Coordinator,3.1.
626,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.PendingCommand.java,PendingCommand,k9mail,Coordinator,3.1.
627,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.PendingEmptyTrash.java,PendingEmptyTrash,k9mail,Coordinator,3.1.
628,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.PendingExpunge.java,PendingExpunge,k9mail,Coordinator,3.1.
629,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.PendingMarkAllAsRead.java,PendingMarkAllAsRead,k9mail,Coordinator,3.1.
630,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.PendingMoveOrCopy.java,PendingMoveOrCopy,k9mail,Coordinator,3.1.
631,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.PendingSetFlag.java,PendingSetFlag,k9mail,Coordinator,3.1.
632,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerCommands.java,MessagingControllerCommands,k9mail,Information Holder,3.1.
633,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingControllerPushReceiver.java,MessagingControllerPushReceiver,k9mail,Coordinator,3.1.
634,new_version\k9mail\src\main\java\com\fsck\k9\controller\MessagingListener.java,MessagingListener,k9mail,Service Provider,3.1.
635,new_version\k9mail\src\main\java\com\fsck\k9\controller\PendingCommandSerializer.java,PendingCommandSerializer,k9mail,Coordinator,3.1.
636,new_version\k9mail\src\main\java\com\fsck\k9\controller\ProgressBodyFactory.ProgressListener.java,ProgressListener,k9mail,Interfacer,3.1.
637,new_version\k9mail\src\main\java\com\fsck\k9\controller\ProgressBodyFactory.java,ProgressBodyFactory,k9mail,Coordinator,3.1.
638,new_version\k9mail\src\main\java\com\fsck\k9\controller\SimpleMessagingListener.java,SimpleMessagingListener,k9mail,Service Provider,3.1.
639,new_version\k9mail\src\main\java\com\fsck\k9\controller\UidReverseComparator.java,UidReverseComparator,k9mail,Service Provider,3.1.
640,new_version\k9mail\src\main\java\com\fsck\k9\controller\UnavailableAccountException.java,UnavailableAccountException,k9mail,Service Provider,3.1.
641,new_version\k9mail\src\main\java\com\fsck\k9\cache\EmailProviderCache.java,EmailProviderCache,k9mail,Structurer,5.
642,new_version\k9mail\src\main\java\com\fsck\k9\cache\EmailProviderCacheCursor.java,EmailProviderCacheCursor,k9mail,Structurer,5.
643,new_version\k9mail\src\main\java\com\fsck\k9\cache\TemporaryAttachmentStore.java,TemporaryAttachmentStore,k9mail,Service Provider,5.
644,new_version\k9mail\src\main\java\com\fsck\k9\autocrypt\AutocryptHeader.java,AutocryptHeader,k9mail,Service Provider,5.
645,new_version\k9mail\src\main\java\com\fsck\k9\autocrypt\AutocryptHeaderParser.java,AutocryptHeaderParser,k9mail,Service Provider,5.
646,new_version\k9mail\src\main\java\com\fsck\k9\autocrypt\AutocryptOpenPgpApiInteractor.java,AutocryptOpenPgpApiInteractor,k9mail,Coordinator,5.
647,new_version\k9mail\src\main\java\com\fsck\k9\autocrypt\AutocryptOperations.java,AutocryptOperations,k9mail,Service Provider,5.
648,new_version\k9mail\src\main\java\com\fsck\k9\activity\AccountList.AccountsAdapter.java,AccountsAdapter,k9mail,Interfacer,1.2.
649,new_version\k9mail\src\main\java\com\fsck\k9\activity\AccountList.LoadAccounts.java,LoadAccounts,k9mail,Service Provider,1.2.
650,new_version\k9mail\src\main\java\com\fsck\k9\activity\AccountList.java,AccountList,k9mail,Interfacer,1.2.
651,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.ACCOUNT_LOCATION.java,ACCOUNT_LOCATION,k9mail,Information Holder,1.2.
652,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.AccountClickListener.java,AccountClickListener,k9mail,Coordinator,1.2.
653,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.AccountsAdapter.java,AccountsAdapter,k9mail,Interfacer,1.2.
654,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.AccountsHandler.java,AccountsHandler,k9mail,Interfacer,1.2.
655,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.AccountsImportedDialog.java,AccountsImportedDialog,k9mail,Coordinator,1.2.
656,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.ExportAsyncTask.java,ExportAsyncTask,k9mail,Service Provider,1.2.
657,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.ImportAsyncTask.java,ImportAsyncTask,k9mail,Service Provider,1.2.
658,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.ImportSelectionDialog.java,ImportSelectionDialog,k9mail,Interfacer,1.2.
659,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.ListImportContentsAsyncTask.java,ListImportContentsAsyncTask,k9mail,Service Provider,1.2.
660,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.MoveAccountAsyncTask.java,MoveAccountAsyncTask,k9mail,Service Provider,1.2.
661,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.PasswordPromptDialog.java,PasswordPromptDialog,k9mail,Interfacer,1.2.
662,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.SetPasswordsAsyncTask.java,SetPasswordsAsyncTask,k9mail,Service Provider,1.2.
663,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.SimpleDialog.java,SimpleDialog,k9mail,Coordinator,1.2.
664,new_version\k9mail\src\main\java\com\fsck\k9\activity\Accounts.java,Accounts,k9mail,Coordinator,1.2.
665,new_version\k9mail\src\main\java\com\fsck\k9\activity\ActivityListener.java,ActivityListener,k9mail,Service Provider,1.2.
666,new_version\k9mail\src\main\java\com\fsck\k9\activity\AlternateRecipientAdapter.AlternateRecipientListener.java,AlternateRecipientListener,k9mail,Structurer,1.2.
667,new_version\k9mail\src\main\java\com\fsck\k9\activity\AlternateRecipientAdapter.RecipientTokenHolder.java,RecipientTokenHolder,k9mail,Information Holder,1.2.
668,new_version\k9mail\src\main\java\com\fsck\k9\activity\AlternateRecipientAdapter.java,AlternateRecipientAdapter,k9mail,Interfacer,1.2.
669,new_version\k9mail\src\main\java\com\fsck\k9\activity\ChooseAccount.java,ChooseAccount,k9mail,Service Provider,1.2.
670,new_version\k9mail\src\main\java\com\fsck\k9\activity\ChooseFolder.ChooseFolderHandler.java,ChooseFolderHandler,k9mail,Service Provider,1.2.
671,new_version\k9mail\src\main\java\com\fsck\k9\activity\ChooseFolder.java,ChooseFolder,k9mail,Interfacer,1.2.
672,new_version\k9mail\src\main\java\com\fsck\k9\activity\ChooseIdentity.java,ChooseIdentity,k9mail,Interfacer,1.2.
673,new_version\k9mail\src\main\java\com\fsck\k9\activity\ColorPickerDialog.OnColorChangedListener.java,OnColorChangedListener,k9mail,Service Provider,1.2.
674,new_version\k9mail\src\main\java\com\fsck\k9\activity\ColorPickerDialog.java,ColorPickerDialog,k9mail,Interfacer,1.2.
675,new_version\k9mail\src\main\java\com\fsck\k9\activity\ConfirmationDialog.java,ConfirmationDialog,k9mail,Interfacer,1.2.
676,new_version\k9mail\src\main\java\com\fsck\k9\activity\EditIdentity.java,EditIdentity,k9mail,Interfacer,1.2.
677,new_version\k9mail\src\main\java\com\fsck\k9\activity\EmailAddressList.java,EmailAddressList,k9mail,Interfacer,1.2.
678,new_version\k9mail\src\main\java\com\fsck\k9\activity\FolderInfoHolder.java,FolderInfoHolder,k9mail,Information Holder,1.2.
679,new_version\k9mail\src\main\java\com\fsck\k9\activity\FolderList.FolderClickListener.java,FolderClickListener,k9mail,Service Provider,1.2.
680,new_version\k9mail\src\main\java\com\fsck\k9\activity\FolderList.FolderListAdapter.java,FolderListAdapter,k9mail,Interfacer,1.2.
681,new_version\k9mail\src\main\java\com\fsck\k9\activity\FolderList.FolderListHandler.java,FolderListHandler,k9mail,Service Provider,1.2.
682,new_version\k9mail\src\main\java\com\fsck\k9\activity\FolderList.FolderViewHolder.java,FolderViewHolder,k9mail,Information Holder,1.2.
683,new_version\k9mail\src\main\java\com\fsck\k9\activity\FolderList.java,FolderList,k9mail,Interfacer,1.2.
684,new_version\k9mail\src\main\java\com\fsck\k9\activity\FolderListFilter.java,FolderListFilter,k9mail,Service Provider,1.2.
685,new_version\k9mail\src\main\java\com\fsck\k9\activity\K9Activity.java,K9Activity,k9mail,Interfacer,1.2.
686,new_version\k9mail\src\main\java\com\fsck\k9\activity\K9ActivityCommon.K9ActivityMagic.java,K9ActivityMagic,k9mail,Service Provider,1.2.
687,new_version\k9mail\src\main\java\com\fsck\k9\activity\K9ActivityCommon.java,K9ActivityCommon,k9mail,Coordinator,1.2.
688,new_version\k9mail\src\main\java\com\fsck\k9\activity\K9ListActivity.java,K9ListActivity,k9mail,Interfacer,1.2.
689,new_version\k9mail\src\main\java\com\fsck\k9\activity\K9PreferenceActivity.PreferenceChangeListener.java,PreferenceChangeListener,k9mail,Service Provider,1.2.
690,new_version\k9mail\src\main\java\com\fsck\k9\activity\K9PreferenceActivity.java,K9PreferenceActivity,k9mail,Coordinator,1.2.
691,new_version\k9mail\src\main\java\com\fsck\k9\activity\LauncherShortcuts.java,LauncherShortcuts,k9mail,Interfacer,1.2.
692,new_version\k9mail\src\main\java\com\fsck\k9\activity\ManageIdentities.java,ManageIdentities,k9mail,Interfacer,1.2.
693,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageCompose.Action.java,Action,k9mail,Information Holder,1.2.
694,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageCompose.SendMessageTask.java,SendMessageTask,k9mail,Service Provider,1.2.
695,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageCompose.java,MessageCompose,k9mail,Controller,1.2.
696,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageInfoHolder.java,MessageInfoHolder,k9mail,Information Holder,1.2.
697,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageList.DisplayMode.java,DisplayMode,k9mail,Information Holder,1.2.
698,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageList.StorageListenerImplementation.java,StorageListenerImplementation,k9mail,Service Provider,1.2.
699,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageList.java,MessageList,k9mail,Interfacer,1.2.
700,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageLoaderHelper.MessageLoaderCallbacks.java,MessageLoaderCallbacks,k9mail,Interfacer,1.2.
701,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageLoaderHelper.java,MessageLoaderHelper,k9mail,Service Provider,1.2.
702,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageReference.java,MessageReference,k9mail,Information Holder,1.2.
703,new_version\k9mail\src\main\java\com\fsck\k9\activity\MessageReferenceHelper.java,MessageReferenceHelper,k9mail,Service Provider,1.2.
704,new_version\k9mail\src\main\java\com\fsck\k9\activity\NotificationDeleteConfirmation.java,NotificationDeleteConfirmation,k9mail,Interfacer,1.2.
705,new_version\k9mail\src\main\java\com\fsck\k9\activity\Search.java,Search,k9mail,Interfacer,1.2.
706,new_version\k9mail\src\main\java\com\fsck\k9\activity\UnreadWidgetConfiguration.java,UnreadWidgetConfiguration,k9mail,Interfacer,1.2.
707,new_version\k9mail\src\main\java\com\fsck\k9\activity\UpgradeDatabases.UpgradeDatabaseBroadcastReceiver.java,UpgradeDatabaseBroadcastReceiver,k9mail,Controller,1.2.
708,new_version\k9mail\src\main\java\com\fsck\k9\activity\UpgradeDatabases.java,UpgradeDatabases,k9mail,Coordinator,1.2.
709,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSettings.PopulateFolderPrefsTask.java,PopulateFolderPrefsTask,k9mail,Interfacer,1.2.
710,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSettings.java,AccountSettings,k9mail,Interfacer,1.2.
711,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupAccountType.java,AccountSetupAccountType,k9mail,Interfacer,1.2.
712,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupBasics.Provider.java,Provider,k9mail,Information Holder,1.2.
713,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupBasics.java,AccountSetupBasics,k9mail,Interfacer,1.2.
714,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupCheckSettings.CheckAccountTask.java,CheckAccountTask,k9mail,Coordinator,1.2.
715,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupCheckSettings.CheckDirection.java,CheckDirection,k9mail,Information Holder,1.2.
716,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupCheckSettings.java,AccountSetupCheckSettings,k9mail,Interfacer,1.2.
717,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupComposition.java,AccountSetupComposition,k9mail,Interfacer,1.2.
718,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupIncoming.java,AccountSetupIncoming,k9mail,Interfacer,1.2.
719,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupNames.java,AccountSetupNames,k9mail,Interfacer,1.2.
720,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupOptions.java,AccountSetupOptions,k9mail,Interfacer,1.2.
721,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AccountSetupOutgoing.java,AccountSetupOutgoing,k9mail,Interfacer,1.2.
722,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AuthTypeAdapter.java,AuthTypeAdapter,k9mail,Structurer,1.2.
723,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\AuthTypeHolder.java,AuthTypeHolder,k9mail,Information Holder,1.2.
724,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\ConnectionSecurityAdapter.java,ConnectionSecurityAdapter,k9mail,Interfacer,1.2.
725,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\ConnectionSecurityHolder.java,ConnectionSecurityHolder,k9mail,Information Holder,1.2.
726,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\FolderSettings.java,FolderSettings,k9mail,Interfacer,1.2.
727,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\FontSizeSettings.java,FontSizeSettings,k9mail,Coordinator,1.2.
728,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\OpenPgpAppSelectDialog.ApgDeprecationDialogFragment.java,ApgDeprecationDialogFragment,k9mail,Coordinator,1.2.
729,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\OpenPgpAppSelectDialog.OpenPgpAppSelectFragment.java,OpenPgpAppSelectFragment,k9mail,Structurer,1.2.
730,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\OpenPgpAppSelectDialog.OpenPgpProviderEntry.java,OpenPgpProviderEntry,k9mail,Information Holder,1.2.
731,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\OpenPgpAppSelectDialog.java,OpenPgpAppSelectDialog,k9mail,Interfacer,1.2.
732,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\Prefs.java,Prefs,k9mail,Interfacer,1.2.
733,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\SliderPreference.java,SliderPreference,k9mail,Information Holder,1.2.
734,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\SpinnerOption.java,SpinnerOption,k9mail,Information Holder,1.2.
735,new_version\k9mail\src\main\java\com\fsck\k9\activity\setup\WelcomeMessage.java,WelcomeMessage,k9mail,Interfacer,1.2.
736,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\Attachment.LoadingState.java,LoadingState,k9mail,Information Holder,1.2.
737,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\Attachment.java,Attachment,k9mail,Information Holder,1.2.
738,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\ContactPictureLoader.FallbackGlideBitmapDecoder.java,FallbackGlideBitmapDecoder,k9mail,Service Provider,1.2.
739,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\ContactPictureLoader.FallbackGlideModelLoader.java,FallbackGlideModelLoader,k9mail,Service Provider,1.2.
740,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\ContactPictureLoader.FallbackGlideParams.java,FallbackGlideParams,k9mail,Information Holder,1.2.
741,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\ContactPictureLoader.java,ContactPictureLoader,k9mail,Service Provider,1.2.
742,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\ExtendedAsyncTask.java,ExtendedAsyncTask,k9mail,Coordinator,1.2.
743,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\NonConfigurationInstance.java,NonConfigurationInstance,k9mail,Service Provider,1.2.
744,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\SwipeGestureDetector.OnSwipeGestureListener.java,OnSwipeGestureListener,k9mail,Interfacer,1.2.
745,new_version\k9mail\src\main\java\com\fsck\k9\activity\misc\SwipeGestureDetector.java,SwipeGestureDetector,k9mail,Interfacer,1.2.
746,new_version\k9mail\src\main\java\com\fsck\k9\activity\loader\AttachmentContentLoader.java,AttachmentContentLoader,k9mail,Service Provider,1.2.
747,new_version\k9mail\src\main\java\com\fsck\k9\activity\loader\AttachmentInfoLoader.java,AttachmentInfoLoader,k9mail,Service Provider,1.2.
748,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\AttachmentPresenter.AttachmentMvpView.java,AttachmentMvpView,k9mail,Service Provider,1.2.
749,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\AttachmentPresenter.AttachmentsChangedListener.java,AttachmentsChangedListener,k9mail,Service Provider,1.2.
750,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\AttachmentPresenter.WaitingAction.java,WaitingAction,k9mail,Information Holder,1.2.
751,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\AttachmentPresenter.java,AttachmentPresenter,k9mail,Coordinator,1.2.
752,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\ComposeCryptoStatus.AttachErrorState.java,AttachErrorState,k9mail,Information Holder,1.2.
753,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\ComposeCryptoStatus.ComposeCryptoStatusBuilder.java,ComposeCryptoStatusBuilder,k9mail,Service Provider,1.2.
754,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\ComposeCryptoStatus.SendErrorState.java,SendErrorState,k9mail,Information Holder,1.2.
755,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\ComposeCryptoStatus.java,ComposeCryptoStatus,k9mail,Information Holder,1.2.
756,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\IdentityAdapter.AccountHolder.java,AccountHolder,k9mail,Information Holder,1.2.
757,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\IdentityAdapter.IdentityContainer.java,IdentityContainer,k9mail,Information Holder,1.2.
758,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\IdentityAdapter.IdentityHolder.java,IdentityHolder,k9mail,Information Holder,1.2.
759,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\IdentityAdapter.java,IdentityAdapter,k9mail,Structurer,1.2.
760,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\MessageActions.java,MessageActions,k9mail,Service Provider,1.2.
761,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\PgpEnabledErrorDialog.OnOpenPgpDisableListener.java,OnOpenPgpDisableListener,k9mail,Service Provider,1.2.
762,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\PgpEnabledErrorDialog.java,PgpEnabledErrorDialog,k9mail,Coordinator,1.2.
763,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\PgpEncryptDescriptionDialog.java,PgpEncryptDescriptionDialog,k9mail,Coordinator,1.2.
764,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\PgpInlineDialog.OnOpenPgpInlineChangeListener.java,OnOpenPgpInlineChangeListener,k9mail,Service Provider,1.2.
765,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\PgpInlineDialog.java,PgpInlineDialog,k9mail,Interfacer,1.2.
766,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\PgpSignOnlyDialog.OnOpenPgpSignOnlyChangeListener.java,OnOpenPgpSignOnlyChangeListener,k9mail,Service Provider,1.2.
767,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\PgpSignOnlyDialog.java,PgpSignOnlyDialog,k9mail,Interfacer,1.2.
768,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientAdapter.RecipientTokenHolder.java,RecipientTokenHolder,k9mail,Information Holder,1.2.
769,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientAdapter.java,RecipientAdapter,k9mail,Interfacer,1.2.
770,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientLoader.java,RecipientLoader,k9mail,Service Provider,1.2.
771,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientMvpView.CryptoStatusDisplayType.java,CryptoStatusDisplayType,k9mail,Information Holder,1.2.
772,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientMvpView.java,RecipientMvpView,k9mail,Interfacer,1.2.
773,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientPresenter.CryptoMode.java,CryptoMode,k9mail,Information Holder,1.2.
774,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientPresenter.CryptoProviderState.java,CryptoProviderState,k9mail,Information Holder,1.2.
775,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientPresenter.RecipientsChangedListener.java,RecipientsChangedListener,k9mail,Service Provider,1.2.
776,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\RecipientPresenter.java,RecipientPresenter,k9mail,Coordinator,1.2.
777,new_version\k9mail\src\main\java\com\fsck\k9\activity\compose\SaveMessageTask.java,SaveMessageTask,k9mail,Service Provider,1.2.
778,new_version\k9mail\src\main\java\com\fsck\k9\account\AccountCreator.java,AccountCreator,k9mail,Service Provider,3.3.
